npz_path,audio_path,dataset,singer_id,technique,n_frames
ml_new/data/extracted_pyin/gtsinger/gtsinger_000980.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Control_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1593
ml_new/data/extracted_pyin/gtsinger/gtsinger_000984.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Control_Group/0013.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,955
ml_new/data/extracted_pyin/gtsinger/gtsinger_000986.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,886
ml_new/data/extracted_pyin/gtsinger/gtsinger_000981.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Control_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1379
ml_new/data/extracted_pyin/gtsinger/gtsinger_000983.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Control_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1205
ml_new/data/extracted_pyin/gtsinger/gtsinger_000988.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1097
ml_new/data/extracted_pyin/gtsinger/gtsinger_000987.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1096
ml_new/data/extracted_pyin/gtsinger/gtsinger_000985.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Control_Group/0014.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1500
ml_new/data/extracted_pyin/gtsinger/gtsinger_000989.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,979
ml_new/data/extracted_pyin/gtsinger/gtsinger_000991.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,874
ml_new/data/extracted_pyin/gtsinger/gtsinger_000992.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1094
ml_new/data/extracted_pyin/gtsinger/gtsinger_000994.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,971
ml_new/data/extracted_pyin/gtsinger/gtsinger_000993.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1104
ml_new/data/extracted_pyin/gtsinger/gtsinger_000997.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,870
ml_new/data/extracted_pyin/gtsinger/gtsinger_000990.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1631
ml_new/data/extracted_pyin/gtsinger/gtsinger_000999.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0013.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,978
ml_new/data/extracted_pyin/gtsinger/gtsinger_000996.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1360
ml_new/data/extracted_pyin/gtsinger/gtsinger_000995.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1642
ml_new/data/extracted_pyin/gtsinger/gtsinger_000998.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1277
ml_new/data/extracted_pyin/gtsinger/gtsinger_001001.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1077
ml_new/data/extracted_pyin/gtsinger/gtsinger_001002.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1089
ml_new/data/extracted_pyin/gtsinger/gtsinger_001004.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,982
ml_new/data/extracted_pyin/gtsinger/gtsinger_001003.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1101
ml_new/data/extracted_pyin/gtsinger/gtsinger_001000.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Falsetto_Group/0014.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1614
ml_new/data/extracted_pyin/gtsinger/gtsinger_001006.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,927
ml_new/data/extracted_pyin/gtsinger/gtsinger_001007.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1099
ml_new/data/extracted_pyin/gtsinger/gtsinger_001009.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,982
ml_new/data/extracted_pyin/gtsinger/gtsinger_001008.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1095
ml_new/data/extracted_pyin/gtsinger/gtsinger_001012.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,866
ml_new/data/extracted_pyin/gtsinger/gtsinger_001005.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1754
ml_new/data/extracted_pyin/gtsinger/gtsinger_001016.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,553
ml_new/data/extracted_pyin/gtsinger/gtsinger_001014.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0013.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,981
ml_new/data/extracted_pyin/gtsinger/gtsinger_001013.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1275
ml_new/data/extracted_pyin/gtsinger/gtsinger_001011.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1364
ml_new/data/extracted_pyin/gtsinger/gtsinger_001017.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,701
ml_new/data/extracted_pyin/gtsinger/gtsinger_001018.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,797
ml_new/data/extracted_pyin/gtsinger/gtsinger_001010.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1652
ml_new/data/extracted_pyin/gtsinger/gtsinger_001019.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,801
ml_new/data/extracted_pyin/gtsinger/gtsinger_001022.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,692
ml_new/data/extracted_pyin/gtsinger/gtsinger_001021.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,734
ml_new/data/extracted_pyin/gtsinger/gtsinger_001020.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,961
ml_new/data/extracted_pyin/gtsinger/gtsinger_001015.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Mixed_Voice_Group/0014.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1645
ml_new/data/extracted_pyin/gtsinger/gtsinger_001023.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,753
ml_new/data/extracted_pyin/gtsinger/gtsinger_001024.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,717
ml_new/data/extracted_pyin/gtsinger/gtsinger_001027.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,512
ml_new/data/extracted_pyin/gtsinger/gtsinger_001028.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,582
ml_new/data/extracted_pyin/gtsinger/gtsinger_001026.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,842
ml_new/data/extracted_pyin/gtsinger/gtsinger_001025.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,993
ml_new/data/extracted_pyin/gtsinger/gtsinger_001029.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0013.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,675
ml_new/data/extracted_pyin/gtsinger/gtsinger_001030.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/make it shine/Paired_Speech_Group/0014.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,914
ml_new/data/extracted_pyin/gtsinger/gtsinger_001031.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,933
ml_new/data/extracted_pyin/gtsinger/gtsinger_001034.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,915
ml_new/data/extracted_pyin/gtsinger/gtsinger_001035.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,887
ml_new/data/extracted_pyin/gtsinger/gtsinger_001033.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,988
ml_new/data/extracted_pyin/gtsinger/gtsinger_001032.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1139
ml_new/data/extracted_pyin/gtsinger/gtsinger_001038.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,877
ml_new/data/extracted_pyin/gtsinger/gtsinger_001036.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,972
ml_new/data/extracted_pyin/gtsinger/gtsinger_001037.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1117
ml_new/data/extracted_pyin/gtsinger/gtsinger_001039.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1157
ml_new/data/extracted_pyin/gtsinger/gtsinger_001040.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,981
ml_new/data/extracted_pyin/gtsinger/gtsinger_001041.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,910
ml_new/data/extracted_pyin/gtsinger/gtsinger_001044.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,798
ml_new/data/extracted_pyin/gtsinger/gtsinger_001042.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,904
ml_new/data/extracted_pyin/gtsinger/gtsinger_001047.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,915
ml_new/data/extracted_pyin/gtsinger/gtsinger_001046.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,991
ml_new/data/extracted_pyin/gtsinger/gtsinger_001045.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1207
ml_new/data/extracted_pyin/gtsinger/gtsinger_001048.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,890
ml_new/data/extracted_pyin/gtsinger/gtsinger_001049.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,970
ml_new/data/extracted_pyin/gtsinger/gtsinger_001051.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,864
ml_new/data/extracted_pyin/gtsinger/gtsinger_001043.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Control_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1743
ml_new/data/extracted_pyin/gtsinger/gtsinger_001050.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1130
ml_new/data/extracted_pyin/gtsinger/gtsinger_001053.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,988
ml_new/data/extracted_pyin/gtsinger/gtsinger_001052.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1153
ml_new/data/extracted_pyin/gtsinger/gtsinger_001055.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,889
ml_new/data/extracted_pyin/gtsinger/gtsinger_001054.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,913
ml_new/data/extracted_pyin/gtsinger/gtsinger_001057.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,874
ml_new/data/extracted_pyin/gtsinger/gtsinger_001059.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,989
ml_new/data/extracted_pyin/gtsinger/gtsinger_001060.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,918
ml_new/data/extracted_pyin/gtsinger/gtsinger_001058.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1134
ml_new/data/extracted_pyin/gtsinger/gtsinger_001061.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,886
ml_new/data/extracted_pyin/gtsinger/gtsinger_001062.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,959
ml_new/data/extracted_pyin/gtsinger/gtsinger_001064.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,887
ml_new/data/extracted_pyin/gtsinger/gtsinger_001063.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1114
ml_new/data/extracted_pyin/gtsinger/gtsinger_001056.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Falsetto_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1735
ml_new/data/extracted_pyin/gtsinger/gtsinger_001065.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1152
ml_new/data/extracted_pyin/gtsinger/gtsinger_001066.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,989
ml_new/data/extracted_pyin/gtsinger/gtsinger_001070.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,586
ml_new/data/extracted_pyin/gtsinger/gtsinger_001071.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,612
ml_new/data/extracted_pyin/gtsinger/gtsinger_001073.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,442
ml_new/data/extracted_pyin/gtsinger/gtsinger_001068.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,894
ml_new/data/extracted_pyin/gtsinger/gtsinger_001072.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,558
ml_new/data/extracted_pyin/gtsinger/gtsinger_001067.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,912
ml_new/data/extracted_pyin/gtsinger/gtsinger_001074.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,562
ml_new/data/extracted_pyin/gtsinger/gtsinger_001076.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,492
ml_new/data/extracted_pyin/gtsinger/gtsinger_001077.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,539
ml_new/data/extracted_pyin/gtsinger/gtsinger_001075.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,677
ml_new/data/extracted_pyin/gtsinger/gtsinger_001080.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0010.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,390
ml_new/data/extracted_pyin/gtsinger/gtsinger_001079.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0009.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,471
ml_new/data/extracted_pyin/gtsinger/gtsinger_001081.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0011.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,531
ml_new/data/extracted_pyin/gtsinger/gtsinger_001078.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0008.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,589
ml_new/data/extracted_pyin/gtsinger/gtsinger_001069.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Mixed_Voice_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1642
ml_new/data/extracted_pyin/gtsinger/gtsinger_001082.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/my love/Paired_Speech_Group/0012.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,994
ml_new/data/extracted_pyin/gtsinger/gtsinger_001087.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0004.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,822
ml_new/data/extracted_pyin/gtsinger/gtsinger_001084.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0001.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1113
ml_new/data/extracted_pyin/gtsinger/gtsinger_001083.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0000.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1199
ml_new/data/extracted_pyin/gtsinger/gtsinger_001085.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0002.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1065
ml_new/data/extracted_pyin/gtsinger/gtsinger_001086.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0003.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1110
ml_new/data/extracted_pyin/gtsinger/gtsinger_001090.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0007.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1096
ml_new/data/extracted_pyin/gtsinger/gtsinger_001088.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0005.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1244
ml_new/data/extracted_pyin/gtsinger/gtsinger_001089.npz,ml/data/raw/gtsinger/English/EN-Alto-1/Mixed_Voice_and_Falsetto/seasons in the sun/Control_Group/0006.wav,gtsinger,EN-Alto-1,mixed_voice_and_falsetto,1245
